,frame,team,time,value,period
1478,61556,Away,2462.24,1.6,1
1479,61581,Away,2463.24,1.6,1
1480,61606,Away,2464.24,1.5,1
1481,61631,Home,2465.24,0.7,1
1482,61656,Home,2466.24,0.7,1
1483,61681,Home,2467.24,0.8,1
1484,61706,Home,2468.24,0.8,1
1485,61731,Home,2469.24,0.8,1
1486,61756,Home,2470.24,0.8,1
1487,61781,Home,2471.24,0.8,1
1488,61806,Home,2472.24,0.8,1
1489,61831,Home,2473.24,0.7,1
1490,61856,Home,2474.24,0.7,1
1491,61881,Home,2475.24,0.7,1
1492,61906,Home,2476.24,0.7,1
1493,61931,Home,2477.24,0.7,1
1494,61956,Home,2478.24,0.7,1
1495,61981,Home,2479.24,0.8,1
1496,62006,Home,2480.24,0.8,1
1497,62031,Home,2481.24,0.8,1
1498,62056,Home,2482.24,0.8,1
1499,62081,Home,2483.24,0.8,1
1500,62106,Away,2484.24,0.9,1
1501,62131,Away,2485.24,0.9,1
1502,62156,Home,2486.24,0.9,1
1503,62181,Home,2487.24,0.9,1
1504,62206,Home,2488.24,1.0,1
1505,62231,Home,2489.24,0.9,1
1506,62256,Home,2490.24,0.9,1
1507,62281,Home,2491.24,1.0,1
1508,62306,Home,2492.24,0.9,1
1509,62331,Home,2493.24,0.9,1
1510,62356,Home,2494.24,0.8,1
1511,62381,Home,2495.24,0.9,1
1512,62406,Home,2496.24,0.9,1
1513,62431,Home,2497.24,1.0,1
1514,62456,Home,2498.24,1.1,1
1515,62481,Away,2499.24,0.8,1
1516,62506,Away,2500.24,0.8,1
1517,62531,Away,2501.24,0.9,1
1518,62556,Away,2502.24,0.9,1
1519,62581,Away,2503.24,0.9,1
1520,62606,Away,2504.24,0.9,1
1521,62631,Home,2505.24,0.8,1
1522,62656,Home,2506.24,0.9,1
1523,62681,Home,2507.24,0.9,1
1524,62706,Home,2508.24,0.9,1
1525,62731,Home,2509.24,0.9,1
1526,62756,Home,2510.24,0.9,1
1527,62781,Home,2511.24,0.8,1
1528,62806,Home,2512.24,0.8,1
1529,62831,Home,2513.24,0.8,1
1530,62856,Home,2514.24,0.8,1
1531,62881,Home,2515.24,0.9,1
1532,62906,Home,2516.24,0.9,1
1533,62931,Home,2517.24,0.9,1
1534,62956,Home,2518.24,0.9,1
1535,62981,Home,2519.24,0.9,1
1536,63006,Home,2520.24,0.9,1
1537,63031,Home,2521.24,0.9,1
1538,63056,Home,2522.24,0.9,1
1539,63081,Home,2523.24,0.9,1
1540,63106,Home,2524.24,0.9,1
1541,63131,Home,2525.24,0.9,1
1542,63156,Home,2526.24,0.8,1
1543,63181,Home,2527.24,0.8,1
1544,63262,Away,2530.48,0.9,1
1545,63287,Away,2531.48,1.0,1
1546,63312,Home,2532.48,0.7,1
1547,63337,Home,2533.48,0.7,1
1548,63362,Home,2534.48,0.7,1
1549,63387,Home,2535.48,0.7,1
1550,63412,Home,2536.48,0.7,1
1551,63437,Home,2537.48,0.8,1
1552,63462,Home,2538.48,0.8,1
1553,63487,Home,2539.48,0.9,1
1554,63512,Home,2540.48,1.0,1
1555,63537,Home,2541.48,0.9,1
1556,63562,Home,2542.48,0.9,1
1557,63587,Home,2543.48,0.9,1
1558,63612,Home,2544.48,0.9,1
1559,63637,Home,2545.48,1.0,1
1560,63662,Home,2546.48,1.1,1
1561,63687,Away,2547.48,0.9,1
1562,63712,Away,2548.48,0.8,1
1563,63737,Away,2549.48,0.8,1
1564,63762,Away,2550.48,0.7,1
1565,63787,Away,2551.48,0.7,1
1566,63812,Home,2552.48,2.5,1
1567,63837,Home,2553.48,2.5,1
1568,63862,Home,2554.48,3.4,1
1569,65471,Away,2618.84,1.0,1
1570,65496,Away,2619.84,1.0,1
1571,65521,Away,2620.84,1.0,1
1572,65546,Away,2621.84,1.0,1
1573,65571,Away,2622.84,0.9,1
1574,65596,Home,2623.84,0.8,1
1575,65621,Home,2624.84,0.7,1
1576,65646,Away,2625.84,1.0,1
1577,65671,Away,2626.84,1.0,1
1578,65696,Away,2627.84,1.1,1
1579,65721,Away,2628.84,1.1,1
1580,65746,Away,2629.84,1.2,1
1581,65771,Home,2630.84,0.7,1
1582,65796,Away,2631.84,1.2,1
1583,65821,Away,2632.84,1.2,1
1584,65846,Home,2633.84,0.7,1
1585,65871,Home,2634.84,0.7,1
1586,65896,Home,2635.84,0.7,1
1587,65921,Home,2636.84,0.7,1
1588,65946,Home,2637.84,0.7,1
1589,65971,Home,2638.84,0.7,1
1590,65996,Home,2639.84,0.8,1
1591,66021,Home,2640.84,0.8,1
1592,66046,Away,2641.84,1.1,1
1593,66071,Home,2642.84,0.8,1
1594,66096,Home,2643.84,0.8,1
1595,66121,Home,2644.84,0.8,1
1596,66146,Home,2645.84,0.7,1
1597,66171,Home,2646.84,0.7,1
1598,66196,Home,2647.84,0.7,1
1599,66221,Home,2648.84,0.7,1
1600,66246,Home,2649.84,0.7,1
1601,66271,Home,2650.84,0.7,1
1602,66296,Home,2651.84,0.7,1
1603,66321,Home,2652.84,0.7,1
1604,66374,Away,2654.96,1.0,1
1605,66399,Away,2655.96,1.0,1
1606,66424,Away,2656.96,1.0,1
1607,66449,Away,2657.96,1.0,1
1608,66474,Away,2658.96,1.0,1
1609,66499,Away,2659.96,1.0,1
1610,66524,Away,2660.96,1.0,1
1611,66549,Away,2661.96,1.1,1
1612,66574,Away,2662.96,1.0,1
1613,66599,Away,2663.96,1.0,1
1614,66624,Away,2664.96,1.0,1
1615,66649,Away,2665.96,1.0,1
1616,66674,Away,2666.96,1.0,1
1617,66699,Away,2667.96,1.0,1
1618,66724,Away,2668.96,1.1,1
1619,66749,Away,2669.96,1.1,1
1620,66774,Away,2670.96,1.1,1
1621,66799,Away,2671.96,1.1,1
1622,66824,Away,2672.96,1.1,1
1623,66849,Away,2673.96,1.1,1
1624,66874,Away,2674.96,1.1,1
1625,66899,Away,2675.96,1.1,1
1626,66924,Away,2676.96,1.1,1
1627,66949,Away,2677.96,1.2,1
1628,66974,Away,2678.96,1.2,1
1629,66999,Away,2679.96,1.2,1
1630,67024,Away,2680.96,1.3,1
1631,67049,Away,2681.96,1.4,1
1632,67074,Away,2682.96,1.6,1
1633,67099,Away,2683.96,1.7,1
1634,67124,Away,2684.96,1.7,1
1635,67149,Away,2685.96,1.6,1
1636,67174,Away,2686.96,1.5,1
1637,67199,Away,2687.96,1.5,1
1638,67224,Away,2688.96,1.4,1
1639,67249,Away,2689.96,1.5,1
1640,67274,Away,2690.96,1.5,1
1641,67299,Away,2691.96,1.5,1
1642,67324,Home,2692.96,0.6,1
1643,67349,Home,2693.96,0.6,1
1644,67374,Away,2694.96,1.5,1
1645,67399,Home,2695.96,0.6,1
1646,67424,Home,2696.96,0.6,1
1647,67449,Home,2697.96,0.6,1
1648,67474,Home,2698.96,0.6,1
1649,67499,Home,2699.96,0.7,1
1650,67524,Home,2700.96,0.6,1
1651,67549,Home,2701.96,0.6,1
1652,67574,Away,2702.96,1.2,1
1653,67599,Away,2703.96,1.2,1
1654,67624,Away,2704.96,1.2,1
1655,67649,Away,2705.96,1.2,1
1656,70524,Away,2820.96,1.2,1
1657,70549,Away,2821.96,1.2,1
1658,70574,Away,2822.96,1.1,1
1659,70599,Away,2823.96,1.0,1
1660,70624,Away,2824.96,0.9,1
1661,70649,Away,2825.96,0.9,1
1662,70674,Away,2826.96,0.9,1
1663,70699,Away,2827.96,0.9,1
1664,70724,Away,2828.96,1.1,1
1665,70749,Away,2829.96,1.3,1
1666,70774,Away,2830.96,1.2,1
1667,70799,Away,2831.96,1.3,1
1668,70824,Away,2832.96,1.3,1
1669,70849,Away,2833.96,1.2,1
1670,70874,Away,2834.96,1.2,1
1671,70899,Away,2835.96,1.3,1
1672,70924,Away,2836.96,1.3,1
1673,70949,Away,2837.96,1.2,1
1674,70974,Away,2838.96,1.3,1
1675,70999,Away,2839.96,1.3,1
1676,71024,Away,2840.96,1.2,1
1677,71049,Away,2841.96,1.2,1
1678,71074,Away,2842.96,1.2,1
1679,71099,Away,2843.96,1.3,1
1680,71124,Away,2844.96,1.3,1
1681,71149,Home,2845.96,0.8,1
1682,71174,Home,2846.96,0.8,1
1683,71199,Away,2847.96,1.0,1
1684,71224,Away,2848.96,1.0,1
1685,71249,Away,2849.96,0.9,1
1686,71274,Away,2850.96,0.9,1
1687,71299,Away,2851.96,0.8,1
1688,71324,Away,2852.96,0.8,1
1689,71349,Away,2853.96,0.8,1
1690,71374,Away,2854.96,0.8,1
1691,71399,Away,2855.96,0.9,1
1692,71424,Away,2856.96,1.2,1
1693,71449,Away,2857.96,1.4,1
1694,71474,Away,2858.96,1.4,1
1695,71499,Away,2859.96,1.7,1
1696,71524,Away,2860.96,1.9,1
1697,71549,Away,2861.96,2.1,1
1698,71574,Away,2862.96,2.1,1
1699,71599,Away,2863.96,2.0,1
1700,71624,Away,2864.96,1.7,1
1701,71649,Away,2865.96,1.8,1
1702,71674,Away,2866.96,1.7,1
1703,71699,Away,2867.96,1.5,1
1704,71724,Home,2868.96,0.8,1
1705,71749,Home,2869.96,1.0,1
1706,71774,Home,2870.96,1.1,1
1707,71799,Home,2871.96,1.3,1
1708,71824,Home,2872.96,1.6,1
1709,71849,Home,2873.96,1.8,1
1710,72082,Away,2883.28,0.9,1
1711,72107,Away,2884.28,0.9,1
1712,72132,Away,2885.28,0.9,1
1713,72157,Away,2886.28,0.9,1
1714,72182,Away,2887.28,0.9,1
1715,72207,Away,2888.28,0.9,1
1716,72232,Away,2889.28,0.9,1
1717,72257,Away,2890.28,0.9,1
1718,72282,Away,2891.28,0.9,1
1719,72307,Away,2892.28,0.9,1
1720,72332,Away,2893.28,0.9,1
1721,72357,Away,2894.28,0.9,1
1722,72382,Away,2895.28,0.9,1
1723,72407,Away,2896.28,0.9,1
1724,72432,Away,2897.28,0.9,1
1725,73413,Home,2936.52,0.9,1
1726,73438,Home,2937.52,1.0,1
1727,73463,Home,2938.52,1.1,1
1728,73488,Away,2939.52,0.8,1
1729,73513,Away,2940.52,0.8,1
1730,73538,Home,2941.52,1.2,1
1731,73563,Home,2942.52,1.3,1
1732,73588,Home,2943.52,1.3,1
1733,73613,Home,2944.52,1.5,1
1734,73638,Home,2945.52,1.7,1
1735,73663,Away,2946.52,0.6,1
1736,73688,Away,2947.52,0.6,1
1737,73713,Away,2948.52,0.6,1
1738,73738,Away,2949.52,0.6,1
1739,73763,Away,2950.52,0.6,1
1740,73788,Away,2951.52,0.5,1
1741,74305,Home,2972.2,1.6,1
1742,74330,Home,2973.2,1.6,1
1743,74355,Home,2974.2,1.6,1
1744,74380,Home,2975.2,1.6,1
1745,74405,Home,2976.2,1.6,1
1746,74430,Home,2977.2,1.5,1
1747,74455,Home,2978.2,1.5,1
1748,74480,Home,2979.2,1.6,1
1749,74505,Home,2980.2,1.8,1
1750,74530,Away,2981.2,0.6,1
1751,74555,Away,2982.2,0.6,1
1752,74580,Away,2983.2,0.6,1
1753,74605,Away,2984.2,0.6,1
1754,74630,Away,2985.2,0.5,1
1755,74655,Away,2986.2,0.6,1
1756,75017,Home,3000.68,1.4,1
1757,75042,Home,3001.68,1.4,1
1758,75067,Away,3002.68,0.7,1
1759,75092,Away,3003.68,0.7,1
1760,75117,Away,3004.68,0.8,1
1761,75142,Away,3005.68,0.7,1
1762,75167,Away,3006.68,0.7,1
1763,75192,Away,3007.68,0.7,1
1764,75217,Away,3008.68,0.6,1
1765,75242,Away,3009.68,0.7,1
1766,75267,Away,3010.68,0.7,1
1767,75292,Away,3011.68,0.6,1
1768,75317,Away,3012.68,0.6,1
1769,75342,Away,3013.68,0.6,1
1770,75367,Away,3014.68,0.5,1
1771,75392,Away,3015.68,0.6,1
1772,75417,Away,3016.68,0.6,1
1773,75442,Away,3017.68,0.6,1
1774,75467,Home,3018.68,1.1,1
1775,75492,Home,3019.68,1.1,1
1776,75517,Home,3020.68,1.1,1
1777,75876,Home,3035.04,1.6,1
1778,75901,Home,3036.04,1.7,1
1779,75926,Home,3037.04,1.7,1
1780,75951,Home,3038.04,2.0,1
1781,75976,Away,3039.04,0.6,1
1782,76001,Away,3040.04,0.6,1
1783,76026,Away,3041.04,0.6,1
1784,76051,Away,3042.04,0.6,1
1785,76076,Home,3043.04,1.9,1
1786,76101,Home,3044.04,1.9,1
1787,76126,Home,3045.04,1.9,1
1788,76151,Home,3046.04,1.8,1
1789,76604,Home,3064.16,1.6,1
1790,76629,Home,3065.16,1.7,1
1791,76654,Home,3066.16,1.7,1
1792,76685,Away,0.72,1.0,2
1793,76710,Away,1.72,1.0,2
1794,76735,Away,2.72,1.0,2
1795,76760,Away,3.72,0.9,2
1796,76785,Away,4.72,0.9,2
1797,76810,Away,5.72,0.8,2
1798,76835,Away,6.72,0.8,2
1799,76860,Away,7.72,0.9,2
1800,76885,Away,8.72,1.0,2
1801,76910,Away,9.72,0.9,2
1802,76935,Away,10.72,0.8,2
1803,76960,Away,11.72,0.8,2
1804,76985,Away,12.72,0.9,2
1805,77010,Away,13.72,1.0,2
1806,77035,Home,14.72,0.7,2
1807,77060,Home,15.72,0.7,2
1808,77085,Home,16.72,0.7,2
1809,77110,Away,17.72,1.1,2
1810,77135,Away,18.72,1.1,2
1811,77160,Away,19.72,1.3,2
1812,77185,Away,20.72,1.3,2
1813,77210,Away,21.72,1.3,2
1814,77235,Away,22.72,1.5,2
1815,77260,Away,23.72,1.4,2
1816,77285,Away,24.72,1.6,2
1817,77806,Home,45.56,0.8,2
1818,77831,Home,46.56,0.7,2
1819,77856,Home,47.56,0.7,2
1820,77881,Home,48.56,0.7,2
1821,77906,Home,49.56,0.7,2
1822,77931,Home,50.56,0.7,2
1823,77956,Home,51.56,0.8,2
1824,77981,Away,52.56,1.0,2
1825,78006,Home,53.56,0.8,2
1826,78031,Home,54.56,0.8,2
1827,78056,Home,55.56,0.8,2
1828,78081,Home,56.56,0.9,2
1829,78106,Home,57.56,0.9,2
1830,78131,Home,58.56,1.1,2
1831,78156,Away,59.56,0.9,2
1832,78181,Away,60.56,0.8,2
1833,78206,Away,61.56,0.7,2
1834,78231,Away,62.56,0.7,2
1835,78256,Home,63.56,1.3,2
1836,78281,Away,64.56,0.6,2
1837,78306,Away,65.56,0.6,2
1838,78331,Away,66.56,0.6,2
1839,78356,Away,67.56,0.7,2
1840,78381,Away,68.56,0.7,2
1841,78406,Away,69.56,0.7,2
1842,78431,Away,70.56,0.7,2
1843,78456,Away,71.56,0.7,2
1844,78481,Away,72.56,0.7,2
1845,78506,Away,73.56,0.7,2
1846,78531,Away,74.56,0.8,2
1847,78556,Away,75.56,0.8,2
1848,78581,Away,76.56,0.8,2
1849,78606,Away,77.56,0.8,2
1850,78631,Away,78.56,0.8,2
1851,78656,Away,79.56,0.8,2
1852,78681,Away,80.56,0.7,2
1853,78706,Away,81.56,0.7,2
1854,78731,Away,82.56,0.6,2
1855,78756,Away,83.56,0.6,2
1856,78781,Away,84.56,0.6,2
1857,78806,Away,85.56,0.7,2
1858,78831,Away,86.56,0.7,2
1859,78856,Away,87.56,0.7,2
1860,79281,Away,104.56,0.9,2
1861,79306,Away,105.56,0.9,2
1862,79331,Away,106.56,0.9,2
1863,79356,Away,107.56,0.9,2
1864,79381,Away,108.56,0.9,2
1865,79406,Away,109.56,0.9,2
1866,79431,Away,110.56,0.8,2
1867,79456,Away,111.56,0.8,2
1868,79481,Away,112.56,0.8,2
1869,79506,Away,113.56,0.8,2
1870,79531,Away,114.56,0.9,2
1871,79556,Away,115.56,0.9,2
1872,79581,Away,116.56,0.9,2
1873,79606,Away,117.56,0.9,2
1874,79631,Away,118.56,0.9,2
1875,79656,Away,119.56,0.8,2
1876,79681,Away,120.56,0.8,2
1877,79706,Away,121.56,0.8,2
1878,79731,Away,122.56,0.7,2
1879,79756,Away,123.56,0.7,2
1880,79781,Away,124.56,0.8,2
1881,79806,Away,125.56,0.8,2
1882,79831,Away,126.56,0.8,2
1883,79856,Away,127.56,0.7,2
1884,79881,Away,128.56,0.7,2
1885,79906,Away,129.56,0.7,2
1886,79931,Away,130.56,0.7,2
1887,79956,Away,131.56,0.8,2
1888,79981,Away,132.56,0.8,2
1889,80006,Away,133.56,0.8,2
1890,80031,Away,134.56,0.8,2
1891,80056,Away,135.56,0.8,2
1892,80081,Away,136.56,0.9,2
1893,80106,Away,137.56,1.0,2
1894,80131,Away,138.56,1.0,2
1895,80156,Away,139.56,1.0,2
1896,80181,Away,140.56,1.1,2
1897,80206,Away,141.56,1.0,2
1898,80231,Away,142.56,1.1,2
1899,80256,Away,143.56,1.1,2
1900,80281,Away,144.56,1.1,2
1901,80306,Away,145.56,1.1,2
1902,80331,Away,146.56,1.1,2
1903,80356,Away,147.56,1.1,2
1904,80381,Away,148.56,1.0,2
1905,80406,Away,149.56,1.1,2
1906,80431,Away,150.56,1.2,2
1907,80456,Away,151.56,1.2,2
1908,80481,Away,152.56,1.2,2
1909,80506,Away,153.56,1.1,2
1910,80531,Home,154.56,0.7,2
1911,80556,Home,155.56,0.7,2
1912,80581,Home,156.56,0.6,2
1913,80606,Home,157.56,0.6,2
1914,80631,Home,158.56,0.6,2
1915,80656,Home,159.56,0.6,2
1916,80681,Home,160.56,0.6,2
1917,80706,Home,161.56,0.7,2
1918,80731,Home,162.56,0.7,2
1919,80756,Home,163.56,0.8,2
1920,80781,Home,164.56,0.8,2
1921,80806,Home,165.56,0.8,2
1922,80831,Home,166.56,0.8,2
1923,80856,Home,167.56,0.8,2
1924,80881,Home,168.56,0.8,2
1925,80906,Home,169.56,0.8,2
1926,80931,Home,170.56,0.8,2
1927,80956,Home,171.56,0.8,2
1928,80981,Home,172.56,0.8,2
1929,81006,Home,173.56,0.8,2
1930,81031,Home,174.56,0.8,2
1931,81056,Home,175.56,0.8,2
1932,81081,Home,176.56,0.8,2
1933,81106,Home,177.56,0.7,2
1934,81131,Home,178.56,0.7,2
1935,81156,Home,179.56,0.7,2
1936,81181,Home,180.56,0.8,2
1937,81206,Home,181.56,0.8,2
1938,81231,Home,182.56,0.8,2
1939,81256,Home,183.56,0.9,2
1940,81281,Home,184.56,1.1,2
1941,81306,Home,185.56,1.3,2
1942,81331,Home,186.56,1.5,2
1943,81356,Home,187.56,1.8,2
1944,81381,Home,188.56,2.0,2
1945,81406,Home,189.56,1.9,2
1946,81431,Home,190.56,1.7,2
1947,81456,Home,191.56,1.6,2
1948,81481,Home,192.56,1.6,2
1949,81506,Home,193.56,1.5,2
1950,81531,Home,194.56,1.3,2
1951,81556,Home,195.56,1.2,2
1952,81581,Home,196.56,1.3,2
1953,81606,Home,197.56,1.3,2
1954,81631,Home,198.56,1.2,2
1955,81656,Home,199.56,1.2,2
1956,81681,Home,200.56,1.1,2
1957,81706,Home,201.56,1.1,2
1958,81731,Home,202.56,1.1,2
1959,81756,Home,203.56,1.1,2
1960,81781,Home,204.56,1.1,2
1961,81806,Home,205.56,1.1,2
1962,81831,Home,206.56,1.1,2
1963,81856,Home,207.56,1.2,2
1964,81881,Home,208.56,1.4,2
1965,81906,Home,209.56,1.4,2
1966,81931,Home,210.56,1.4,2
1967,81956,Home,211.56,1.5,2
1968,81981,Home,212.56,1.4,2
1969,82006,Home,213.56,1.5,2
1970,82031,Away,214.56,0.6,2
1971,82056,Away,215.56,0.5,2
1972,82081,Away,216.56,0.5,2
1973,82106,Away,217.56,0.5,2
1974,82131,Away,218.56,0.5,2
1975,82156,Away,219.56,0.5,2
1976,82181,Away,220.56,0.5,2
1977,82206,Away,221.56,0.5,2
1978,82231,Away,222.56,0.6,2
1979,82256,Away,223.56,0.6,2
1980,82281,Away,224.56,0.7,2
1981,82306,Away,225.56,0.7,2
1982,82331,Away,226.56,0.7,2
1983,82356,Home,227.56,1.5,2
1984,82381,Home,228.56,1.9,2
1985,82406,Home,229.56,1.7,2
1986,82826,Away,246.36,0.8,2
1987,82851,Away,247.36,0.8,2
1988,82876,Away,248.36,0.8,2
1989,82901,Away,249.36,0.8,2
1990,82926,Away,250.36,0.8,2
1991,82951,Away,251.36,0.8,2
1992,83372,Away,268.2,0.8,2
1993,83397,Away,269.2,0.8,2
1994,83422,Away,270.2,0.8,2
1995,83447,Away,271.2,0.8,2
1996,83472,Away,272.2,0.8,2
1997,83497,Away,273.2,0.8,2
1998,83522,Away,274.2,0.8,2
1999,83547,Away,275.2,0.8,2
2000,83572,Away,276.2,0.8,2
2001,83597,Away,277.2,0.8,2
2002,83622,Away,278.2,1.0,2
2003,83647,Away,279.2,1.2,2
2004,83672,Away,280.2,1.3,2
2005,83697,Away,281.2,1.5,2
2006,83722,Away,282.2,1.8,2
2007,83747,Home,283.2,0.6,2
2008,83772,Home,284.2,0.6,2
2009,83797,Home,285.2,0.6,2
2010,84819,Away,326.08,2.6,2
2011,84844,Away,327.08,2.6,2
2012,84869,Home,328.08,0.4,2
2013,84894,Home,329.08,0.4,2
2014,84919,Home,330.08,0.4,2
2015,84944,Away,331.08,1.9,2
2016,84969,Away,332.08,2.0,2
2017,84994,Away,333.08,2.0,2
2018,85019,Home,334.08,0.7,2
2019,85044,Home,335.08,0.8,2
2020,85069,Home,336.08,0.8,2
2021,85094,Away,337.08,1.0,2
2022,85119,Home,338.08,0.9,2
2023,85144,Home,339.08,1.0,2
2024,85169,Home,340.08,1.0,2
2025,85194,Home,341.08,1.0,2
2026,85219,Home,342.08,1.0,2
2027,85244,Home,343.08,1.1,2
2028,85269,Home,344.08,1.1,2
2029,85294,Home,345.08,1.1,2
2030,85319,Home,346.08,1.2,2
2031,85344,Home,347.08,1.2,2
2032,85369,Home,348.08,1.3,2
2033,85394,Home,349.08,1.3,2
2034,85419,Home,350.08,1.3,2
2035,85444,Home,351.08,1.4,2
2036,85469,Home,352.08,1.6,2
2037,85494,Home,353.08,1.8,2
2038,85519,Away,354.08,0.6,2
2039,85544,Away,355.08,0.6,2
2040,85569,Away,356.08,0.6,2
2041,87266,Home,423.96,3.2,2
2042,87291,Home,424.96,2.8,2
2043,87316,Home,425.96,2.6,2
2044,87341,Home,426.96,2.8,2
2045,87366,Away,427.96,0.6,2
2046,87391,Away,428.96,0.6,2
2047,87416,Away,429.96,0.7,2
2048,87441,Away,430.96,0.8,2
2049,87466,Away,431.96,0.8,2
2050,87491,Away,432.96,0.8,2
2051,87516,Away,433.96,0.8,2
2052,87541,Away,434.96,0.7,2
2053,87566,Away,435.96,0.7,2
2054,87591,Away,436.96,0.7,2
2055,87616,Away,437.96,0.7,2
2056,87641,Away,438.96,0.7,2
2057,87666,Away,439.96,0.7,2
2058,87691,Away,440.96,0.7,2
2059,87716,Away,441.96,0.7,2
2060,87741,Away,442.96,0.7,2
2061,87766,Away,443.96,0.7,2
2062,87791,Away,444.96,0.7,2
2063,87816,Away,445.96,0.7,2
2064,87841,Away,446.96,0.7,2
2065,87866,Away,447.96,0.7,2
2066,87891,Away,448.96,0.8,2
2067,87916,Away,449.96,0.7,2
2068,87941,Away,450.96,0.8,2
2069,87966,Away,451.96,0.8,2
2070,87991,Away,452.96,0.8,2
2071,88016,Away,453.96,0.8,2
2072,88041,Away,454.96,0.7,2
2073,88066,Away,455.96,0.8,2
2074,88091,Away,456.96,0.8,2
2075,88116,Away,457.96,0.8,2
2076,88141,Away,458.96,0.8,2
2077,88166,Home,459.96,1.2,2
2078,88191,Home,460.96,1.3,2
2079,88216,Home,461.96,1.6,2
2080,88241,Home,462.96,1.7,2
2081,88266,Away,463.96,0.7,2
2082,88291,Away,464.96,0.7,2
2083,88316,Away,465.96,0.7,2
2084,88341,Away,466.96,0.6,2
2085,88491,Home,472.96,1.2,2
2086,88516,Home,473.96,1.2,2
2087,88541,Home,474.96,1.1,2
2088,88566,Home,475.96,1.1,2
2089,88591,Home,476.96,1.1,2
2090,88616,Home,477.96,1.2,2
2091,88641,Home,478.96,1.2,2
2092,88666,Home,479.96,1.1,2
2093,88691,Home,480.96,1.1,2
2094,88978,Away,492.44,0.8,2
2095,89003,Away,493.44,0.8,2
2096,89028,Away,494.44,0.8,2
2097,89053,Away,495.44,0.8,2
2098,89078,Away,496.44,0.8,2
2099,89103,Away,497.44,0.9,2
2100,89128,Away,498.44,1.0,2
2101,89153,Away,499.44,1.1,2
2102,89178,Away,500.44,1.0,2
2103,89203,Home,501.44,0.9,2
2104,89228,Home,502.44,0.9,2
2105,89253,Home,503.44,0.9,2
2106,89278,Home,504.44,0.9,2
2107,89303,Home,505.44,0.9,2
2108,89328,Home,506.44,0.8,2
2109,89353,Home,507.44,0.8,2
2110,89378,Home,508.44,0.8,2
2111,89403,Home,509.44,0.8,2
2112,89428,Home,510.44,0.8,2
2113,89453,Home,511.44,0.8,2
2114,89478,Home,512.44,0.7,2
2115,89503,Home,513.44,0.7,2
2116,89528,Home,514.44,0.7,2
2117,89553,Home,515.44,0.7,2
2118,89578,Home,516.44,0.6,2
2119,89603,Home,517.44,0.7,2
2120,89628,Home,518.44,0.7,2
2121,89653,Home,519.44,0.7,2
2122,89678,Home,520.44,0.7,2
2123,89703,Home,521.44,0.6,2
2124,89728,Home,522.44,0.6,2
2125,89753,Home,523.44,0.6,2
2126,89778,Home,524.44,0.7,2
2127,89803,Home,525.44,0.8,2
2128,89828,Away,526.44,0.8,2
2129,89853,Away,527.44,0.7,2
2130,90250,Home,543.32,1.3,2
2131,91373,Home,588.24,1.7,2
2132,91398,Away,589.24,0.6,2
2133,91423,Away,590.24,0.6,2
2134,91448,Away,591.24,0.7,2
2135,91473,Away,592.24,0.8,2
2136,91498,Away,593.24,0.8,2
2137,91523,Away,594.24,0.8,2
2138,91548,Away,595.24,0.8,2
2139,91573,Home,596.24,1.0,2
2140,91598,Home,597.24,1.1,2
2141,91623,Home,598.24,1.2,2
2142,91648,Home,599.24,1.3,2
2143,91673,Home,600.24,1.4,2
2144,91698,Home,601.24,1.4,2
2145,91723,Home,602.24,1.4,2
2146,91748,Home,603.24,1.3,2
2147,91773,Home,604.24,1.4,2
2148,91798,Away,605.24,0.8,2
2149,91823,Away,606.24,0.7,2
2150,92704,Away,641.48,0.9,2
2151,92729,Away,642.48,0.9,2
2152,92754,Away,643.48,0.9,2
2153,92779,Away,644.48,1.0,2
2154,92804,Away,645.48,1.1,2
2155,92829,Away,646.48,1.4,2
2156,92854,Away,647.48,1.4,2
2157,92879,Away,648.48,1.5,2
2158,92904,Away,649.48,1.5,2
2159,92929,Away,650.48,1.5,2
2160,92954,Away,651.48,1.7,2
2161,92979,Away,652.48,1.7,2
2162,93004,Away,653.48,1.6,2
2163,93029,Away,654.48,1.6,2
2164,93054,Away,655.48,1.8,2
2165,93079,Away,656.48,1.9,2
2166,93104,Away,657.48,1.9,2
2167,93129,Home,658.48,0.6,2
2168,93154,Away,659.48,1.6,2
2169,93179,Away,660.48,1.6,2
2170,93204,Away,661.48,1.5,2
2171,93229,Away,662.48,1.4,2
2172,93254,Away,663.48,1.3,2
2173,93279,Away,664.48,1.3,2
2174,93304,Away,665.48,1.2,2
2175,93329,Away,666.48,1.2,2
2176,93354,Away,667.48,1.2,2
2177,93379,Away,668.48,1.2,2
2178,93404,Away,669.48,1.2,2
2179,93429,Away,670.48,1.1,2
2180,93454,Away,671.48,1.1,2
2181,93479,Away,672.48,1.1,2
2182,93504,Away,673.48,1.1,2
2183,93529,Away,674.48,1.1,2
2184,93554,Away,675.48,1.1,2
2185,93579,Away,676.48,1.1,2
2186,93604,Away,677.48,1.1,2
2187,93629,Away,678.48,1.0,2
2188,93654,Away,679.48,1.1,2
2189,93679,Away,680.48,1.1,2
2190,93704,Away,681.48,1.1,2
2191,93729,Away,682.48,1.2,2
2192,93754,Away,683.48,1.1,2
2193,93779,Away,684.48,1.1,2
2194,93804,Away,685.48,1.1,2
2195,93829,Home,686.48,0.7,2
2196,93854,Home,687.48,0.8,2
