,frame,team,time,value,period
767,27229,Home,1089.16,1.1,1
768,27254,Home,1090.16,1.1,1
769,27279,Home,1091.16,1.2,1
770,27304,Home,1092.16,1.7,1
771,27329,Home,1093.16,1.8,1
772,27354,Home,1094.16,2.0,1
773,27379,Away,1095.16,0.6,1
774,27404,Away,1096.16,0.6,1
775,27429,Away,1097.16,0.7,1
776,27454,Away,1098.16,0.7,1
777,27479,Away,1099.16,0.7,1
778,27504,Away,1100.16,0.7,1
779,27529,Away,1101.16,0.7,1
780,27554,Away,1102.16,0.7,1
781,27579,Away,1103.16,0.7,1
782,27604,Away,1104.16,0.7,1
783,27629,Away,1105.16,0.7,1
784,27654,Away,1106.16,0.7,1
785,27679,Away,1107.16,0.7,1
786,27704,Away,1108.16,0.7,1
787,27729,Away,1109.16,0.7,1
788,27754,Away,1110.16,0.7,1
789,27779,Away,1111.16,0.7,1
790,27804,Away,1112.16,0.7,1
791,27829,Away,1113.16,0.6,1
792,27854,Away,1114.16,0.7,1
793,27879,Away,1115.16,0.7,1
794,27904,Away,1116.16,0.7,1
795,27929,Home,1117.16,1.1,1
796,27954,Home,1118.16,1.1,1
797,27979,Home,1119.16,1.1,1
798,28004,Home,1120.16,1.1,1
799,28029,Home,1121.16,1.2,1
800,28054,Home,1122.16,1.2,1
801,28079,Home,1123.16,1.2,1
802,28104,Home,1124.16,1.2,1
803,28129,Home,1125.16,1.2,1
804,28154,Home,1126.16,1.2,1
805,28179,Home,1127.16,1.2,1
806,28204,Home,1128.16,1.3,1
807,28229,Home,1129.16,1.3,1
808,28254,Home,1130.16,1.3,1
809,28279,Home,1131.16,1.3,1
810,28304,Home,1132.16,1.2,1
811,28329,Home,1133.16,1.1,1
812,28354,Home,1134.16,1.1,1
813,28379,Home,1135.16,1.1,1
814,28404,Home,1136.16,1.1,1
815,28429,Home,1137.16,1.1,1
816,28454,Home,1138.16,1.0,1
817,28479,Home,1139.16,1.0,1
818,28504,Home,1140.16,0.9,1
819,28529,Home,1141.16,0.9,1
820,28554,Home,1142.16,0.9,1
821,28579,Home,1143.16,0.9,1
822,28604,Home,1144.16,0.9,1
823,28629,Home,1145.16,0.9,1
824,28654,Home,1146.16,0.9,1
825,28679,Home,1147.16,0.9,1
826,28704,Home,1148.16,1.0,1
827,28729,Home,1149.16,1.1,1
828,28754,Home,1150.16,1.1,1
829,28779,Home,1151.16,1.1,1
830,28804,Home,1152.16,1.0,1
831,28829,Home,1153.16,1.1,1
832,28854,Home,1154.16,1.2,1
833,28879,Home,1155.16,1.3,1
834,28904,Home,1156.16,1.5,1
835,28929,Away,1157.16,0.6,1
836,28954,Away,1158.16,0.5,1
837,28979,Away,1159.16,0.5,1
838,29004,Away,1160.16,0.6,1
839,29029,Away,1161.16,0.6,1
840,29054,Away,1162.16,0.7,1
841,29079,Away,1163.16,0.7,1
842,29104,Away,1164.16,0.7,1
843,29129,Away,1165.16,0.8,1
844,29154,Away,1166.16,0.7,1
845,29179,Away,1167.16,0.7,1
846,29204,Away,1168.16,0.8,1
847,29229,Away,1169.16,0.8,1
848,29254,Away,1170.16,0.8,1
849,29279,Away,1171.16,0.8,1
850,29304,Away,1172.16,0.7,1
851,29329,Away,1173.16,0.7,1
852,29354,Away,1174.16,0.7,1
853,29379,Away,1175.16,0.8,1
854,29404,Away,1176.16,0.8,1
855,29429,Away,1177.16,0.8,1
856,29454,Away,1178.16,0.8,1
857,29479,Away,1179.16,0.7,1
858,29504,Away,1180.16,0.8,1
859,29529,Away,1181.16,0.7,1
860,29554,Away,1182.16,0.7,1
861,29579,Away,1183.16,0.7,1
862,29604,Away,1184.16,0.7,1
863,29629,Away,1185.16,0.7,1
864,29654,Away,1186.16,0.8,1
865,29679,Away,1187.16,0.8,1
866,29704,Away,1188.16,0.8,1
867,29729,Away,1189.16,0.8,1
868,30197,Away,1207.88,1.0,1
869,30222,Away,1208.88,1.1,1
870,30247,Away,1209.88,1.1,1
871,30272,Away,1210.88,1.1,1
872,30297,Away,1211.88,1.1,1
873,30322,Away,1212.88,1.1,1
874,30347,Away,1213.88,1.1,1
875,30372,Away,1214.88,1.1,1
876,30397,Away,1215.88,1.1,1
877,30422,Away,1216.88,1.0,1
878,30447,Away,1217.88,0.9,1
879,30472,Home,1218.88,0.6,1
880,30828,Away,1233.12,1.1,1
881,30853,Away,1234.12,1.1,1
882,30878,Home,1235.12,0.7,1
883,30903,Home,1236.12,0.7,1
884,30928,Home,1237.12,0.7,1
885,30953,Away,1238.12,0.9,1
886,30978,Away,1239.12,0.9,1
887,31003,Away,1240.12,0.8,1
888,31028,Away,1241.12,0.9,1
889,31053,Away,1242.12,0.9,1
890,31078,Away,1243.12,0.9,1
891,31103,Away,1244.12,0.9,1
892,31128,Away,1245.12,0.9,1
893,31153,Away,1246.12,0.9,1
894,31178,Away,1247.12,1.0,1
895,31203,Home,1248.12,0.8,1
896,31228,Home,1249.12,0.7,1
897,31253,Home,1250.12,0.7,1
898,31278,Home,1251.12,0.8,1
899,31303,Home,1252.12,0.9,1
900,31328,Home,1253.12,1.1,1
901,31353,Home,1254.12,1.2,1
902,31378,Home,1255.12,1.4,1
903,31403,Home,1256.12,1.4,1
904,31428,Home,1257.12,1.5,1
905,31453,Home,1258.12,1.3,1
906,33037,Home,1321.48,2.3,1
907,33062,Home,1322.48,2.5,1
908,33087,Home,1323.48,2.5,1
909,33776,Away,1351.04,0.7,1
910,33801,Away,1352.04,0.7,1
911,33826,Away,1353.04,0.7,1
912,33851,Away,1354.04,0.6,1
913,33876,Away,1355.04,0.6,1
914,33901,Away,1356.04,0.6,1
915,33926,Away,1357.04,0.6,1
916,33951,Away,1358.04,0.7,1
917,33976,Away,1359.04,0.6,1
918,34001,Away,1360.04,0.6,1
919,34026,Away,1361.04,0.7,1
920,34051,Away,1362.04,0.7,1
921,34076,Home,1363.04,1.1,1
922,34101,Home,1364.04,1.1,1
923,34126,Home,1365.04,1.0,1
924,34151,Home,1366.04,1.1,1
925,34176,Home,1367.04,1.1,1
926,34201,Home,1368.04,1.1,1
927,34226,Home,1369.04,1.1,1
928,34251,Home,1370.04,1.0,1
929,34276,Home,1371.04,1.0,1
930,34301,Home,1372.04,1.0,1
931,34326,Home,1373.04,1.0,1
932,34351,Home,1374.04,1.0,1
933,34376,Away,1375.04,0.7,1
934,34401,Away,1376.04,0.7,1
935,37773,Home,1510.92,1.2,1
936,37798,Home,1511.92,1.2,1
937,37823,Home,1512.92,1.2,1
938,37848,Home,1513.92,1.1,1
939,37873,Home,1514.92,1.1,1
940,37898,Home,1515.92,1.0,1
941,37923,Home,1516.92,0.9,1
942,37948,Home,1517.92,0.9,1
943,37973,Home,1518.92,0.9,1
944,37998,Home,1519.92,0.9,1
945,38023,Home,1520.92,0.9,1
946,38048,Home,1521.92,0.9,1
947,38073,Home,1522.92,0.8,1
948,38098,Home,1523.92,0.8,1
949,38123,Home,1524.92,0.8,1
950,38148,Home,1525.92,0.9,1
951,38173,Home,1526.92,0.9,1
952,38198,Home,1527.92,0.9,1
953,38223,Away,1528.92,0.9,1
954,38248,Away,1529.92,0.9,1
955,38273,Away,1530.92,0.9,1
956,38298,Away,1531.92,0.9,1
957,38323,Away,1532.92,0.9,1
958,38348,Away,1533.92,0.9,1
959,38373,Away,1534.92,0.8,1
960,38398,Away,1535.92,0.8,1
961,38423,Away,1536.92,0.8,1
962,38448,Away,1537.92,0.8,1
963,38473,Away,1538.92,0.8,1
964,38498,Away,1539.92,0.8,1
965,38523,Away,1540.92,0.7,1
966,38548,Away,1541.92,0.7,1
967,38573,Away,1542.92,0.7,1
968,38598,Away,1543.92,0.7,1
969,38623,Away,1544.92,0.7,1
970,38648,Away,1545.92,0.8,1
971,38673,Home,1546.92,1.4,1
972,38698,Home,1547.92,1.5,1
973,38723,Home,1548.92,1.9,1
974,38748,Away,1549.92,0.7,1
975,38773,Away,1550.92,0.7,1
976,39506,Home,1580.24,2.8,1
977,39531,Home,1581.24,2.6,1
978,39556,Home,1582.24,2.6,1
979,39581,Home,1583.24,2.8,1
980,39606,Home,1584.24,2.9,1
981,39631,Home,1585.24,2.7,1
982,39656,Home,1586.24,2.5,1
983,39681,Home,1587.24,2.3,1
984,39706,Home,1588.24,2.2,1
985,39731,Home,1589.24,2.0,1
986,39756,Home,1590.24,1.9,1
987,39781,Home,1591.24,2.0,1
988,39806,Home,1592.24,2.0,1
989,39831,Home,1593.24,1.9,1
990,39856,Home,1594.24,1.9,1
991,39881,Home,1595.24,2.0,1
992,39906,Home,1596.24,2.1,1
993,39931,Home,1597.24,2.2,1
994,39956,Home,1598.24,2.1,1
995,39981,Home,1599.24,1.9,1
996,40006,Home,1600.24,1.9,1
997,40031,Home,1601.24,2.1,1
998,40056,Home,1602.24,2.1,1
999,40081,Away,1603.24,0.6,1
1000,40106,Away,1604.24,0.6,1
1001,40131,Away,1605.24,0.7,1
1002,40156,Away,1606.24,0.7,1
1003,40181,Away,1607.24,0.7,1
1004,40206,Away,1608.24,0.7,1
1005,40231,Away,1609.24,0.7,1
1006,40256,Away,1610.24,0.7,1
1007,40281,Away,1611.24,0.7,1
1008,40306,Away,1612.24,0.7,1
1009,40331,Away,1613.24,0.7,1
1010,40356,Away,1614.24,0.7,1
1011,40381,Away,1615.24,0.7,1
1012,40406,Away,1616.24,0.7,1
1013,40431,Away,1617.24,0.7,1
1014,40456,Away,1618.24,0.7,1
1015,40481,Away,1619.24,0.7,1
1016,40506,Home,1620.24,1.5,1
1017,40531,Home,1621.24,1.4,1
1018,40556,Home,1622.24,1.6,1
1019,40581,Home,1623.24,1.7,1
1020,40606,Home,1624.24,1.9,1
1021,40631,Away,1625.24,0.6,1
1022,40656,Away,1626.24,0.6,1
1023,40681,Away,1627.24,0.6,1
1024,40706,Away,1628.24,0.5,1
1025,40731,Away,1629.24,0.5,1
1026,40756,Away,1630.24,0.6,1
1027,40781,Away,1631.24,0.6,1
1028,40806,Away,1632.24,0.6,1
1029,40831,Away,1633.24,0.7,1
1030,40856,Away,1634.24,0.7,1
1031,40881,Away,1635.24,0.7,1
1032,40906,Home,1636.24,1.2,1
1033,40931,Home,1637.24,1.2,1
1034,40956,Home,1638.24,1.2,1
1035,40981,Home,1639.24,1.2,1
1036,41006,Home,1640.24,1.1,1
1037,41031,Home,1641.24,1.1,1
1038,41056,Home,1642.24,1.1,1
1039,41081,Home,1643.24,1.1,1
1040,41106,Home,1644.24,1.0,1
1041,41131,Home,1645.24,1.0,1
1042,41156,Home,1646.24,1.0,1
1043,41181,Home,1647.24,1.0,1
1044,41206,Home,1648.24,1.0,1
1045,41231,Home,1649.24,1.1,1
1046,41256,Home,1650.24,1.0,1
1047,41281,Home,1651.24,1.0,1
1048,41306,Home,1652.24,1.2,1
1049,41331,Home,1653.24,1.5,1
1050,41356,Home,1654.24,1.5,1
1051,41381,Home,1655.24,1.3,1
1052,41406,Home,1656.24,1.2,1
1053,41431,Home,1657.24,1.1,1
1054,41456,Home,1658.24,1.1,1
1055,41481,Home,1659.24,1.1,1
1056,41506,Home,1660.24,1.1,1
1057,41531,Home,1661.24,1.1,1
1058,41556,Home,1662.24,1.4,1
1059,41581,Away,1663.24,0.7,1
1060,41606,Away,1664.24,0.7,1
1061,41631,Away,1665.24,0.7,1
1062,41656,Away,1666.24,0.8,1
1063,41681,Home,1667.24,1.0,1
1064,41706,Home,1668.24,1.1,1
1065,41731,Home,1669.24,1.3,1
1066,41756,Home,1670.24,1.3,1
1067,41781,Home,1671.24,1.4,1
1068,41806,Away,1672.24,0.7,1
1069,41831,Away,1673.24,0.7,1
1070,41856,Away,1674.24,0.6,1
1071,41881,Away,1675.24,0.7,1
1072,41906,Away,1676.24,0.7,1
1073,41931,Away,1677.24,0.8,1
1074,41956,Away,1678.24,0.9,1
1075,41981,Away,1679.24,0.9,1
1076,42006,Home,1680.24,0.8,1
1077,42031,Home,1681.24,0.8,1
1078,42056,Home,1682.24,0.8,1
1079,42081,Home,1683.24,0.7,1
1080,42106,Home,1684.24,0.7,1
1081,42131,Home,1685.24,0.7,1
1082,42156,Home,1686.24,0.7,1
1083,42181,Home,1687.24,0.7,1
1084,42206,Home,1688.24,0.7,1
1085,42231,Home,1689.24,0.7,1
1086,42256,Home,1690.24,0.7,1
1087,42281,Home,1691.24,0.8,1
1088,42306,Home,1692.24,0.9,1
1089,42331,Home,1693.24,1.0,1
1090,42356,Home,1694.24,1.0,1
1091,42381,Home,1695.24,1.1,1
1092,42406,Home,1696.24,1.2,1
1093,42431,Home,1697.24,1.3,1
1094,42456,Home,1698.24,1.1,1
1095,42481,Home,1699.24,1.3,1
1096,42506,Home,1700.24,1.5,1
1097,42531,Home,1701.24,1.9,1
1098,42556,Home,1702.24,2.1,1
1099,42581,Home,1703.24,2.0,1
1100,42606,Home,1704.24,1.9,1
1101,42631,Home,1705.24,1.6,1
1102,42656,Home,1706.24,1.5,1
1103,42681,Home,1707.24,1.8,1
1104,42706,Away,1708.24,0.6,1
1105,42731,Away,1709.24,0.6,1
1106,43579,Home,1743.16,2.7,1
1107,43604,Home,1744.16,2.6,1
1108,43629,Home,1745.16,2.5,1
1109,43654,Home,1746.16,2.3,1
1110,43679,Home,1747.16,2.1,1
1111,43704,Home,1748.16,2.0,1
1112,43729,Home,1749.16,2.1,1
1113,43754,Home,1750.16,2.0,1
1114,43779,Home,1751.16,2.0,1
1115,43804,Away,1752.16,0.5,1
1116,43829,Away,1753.16,0.5,1
1117,43854,Away,1754.16,0.5,1
1118,43879,Away,1755.16,0.5,1
1119,43904,Away,1756.16,0.6,1
1120,43929,Away,1757.16,0.7,1
1121,43954,Home,1758.16,1.3,1
1122,43979,Home,1759.16,1.2,1
1123,44004,Home,1760.16,1.1,1
1124,44029,Home,1761.16,1.1,1
1125,44054,Home,1762.16,1.1,1
1126,44079,Home,1763.16,1.2,1
1127,44104,Home,1764.16,1.2,1
1128,44129,Home,1765.16,1.2,1
1129,44154,Home,1766.16,1.2,1
1130,44179,Home,1767.16,1.3,1
1131,44204,Home,1768.16,1.3,1
1132,44229,Home,1769.16,1.3,1
1133,44254,Home,1770.16,1.3,1
1134,44279,Home,1771.16,1.3,1
1135,44304,Home,1772.16,1.3,1
1136,44329,Home,1773.16,1.3,1
1137,44354,Home,1774.16,1.4,1
1138,44379,Home,1775.16,1.4,1
1139,44404,Home,1776.16,1.4,1
1140,44429,Home,1777.16,1.3,1
1141,44454,Home,1778.16,1.3,1
1142,44479,Home,1779.16,1.2,1
1143,44504,Home,1780.16,1.2,1
1144,44529,Home,1781.16,1.1,1
1145,44554,Home,1782.16,1.1,1
1146,44579,Home,1783.16,1.2,1
1147,44604,Home,1784.16,1.1,1
1148,44629,Home,1785.16,1.1,1
1149,44654,Home,1786.16,1.1,1
1150,44679,Home,1787.16,1.1,1
1151,44704,Home,1788.16,1.0,1
1152,44729,Home,1789.16,1.0,1
1153,44754,Home,1790.16,1.0,1
1154,44779,Home,1791.16,0.9,1
1155,44804,Home,1792.16,0.9,1
1156,44829,Home,1793.16,0.9,1
1157,44854,Home,1794.16,0.9,1
1158,44879,Home,1795.16,0.9,1
1159,44904,Home,1796.16,0.9,1
1160,44929,Home,1797.16,0.9,1
1161,44954,Home,1798.16,1.0,1
1162,44979,Home,1799.16,1.0,1
1163,45004,Home,1800.16,0.9,1
1164,45029,Home,1801.16,0.8,1
1165,45054,Home,1802.16,0.8,1
1166,45079,Home,1803.16,0.8,1
1167,45104,Home,1804.16,0.7,1
1168,45129,Home,1805.16,0.7,1
1169,45154,Home,1806.16,0.7,1
1170,45179,Home,1807.16,0.7,1
1171,45204,Home,1808.16,0.7,1
1172,45229,Home,1809.16,0.7,1
1173,45254,Home,1810.16,0.7,1
1174,45279,Home,1811.16,0.7,1
1175,45304,Home,1812.16,0.8,1
1176,45329,Home,1813.16,0.7,1
1177,45354,Away,1814.16,1.1,1
1178,45379,Away,1815.16,1.3,1
1179,45404,Away,1816.16,1.1,1
1180,45429,Away,1817.16,1.2,1
1181,46425,Home,1857.0,0.7,1
1182,46450,Home,1858.0,0.8,1
1183,46475,Home,1859.0,0.8,1
1184,46500,Home,1860.0,0.9,1
1185,46525,Home,1861.0,1.0,1
1186,46550,Home,1862.0,1.1,1
1187,46575,Home,1863.0,1.2,1
1188,46600,Home,1864.0,1.5,1
1189,46625,Home,1865.0,1.9,1
1190,46650,Home,1866.0,2.4,1
1191,46675,Away,1867.0,0.7,1
1192,46700,Away,1868.0,0.7,1
1193,46725,Away,1869.0,0.7,1
1194,46750,Away,1870.0,0.7,1
1195,46775,Away,1871.0,0.7,1
1196,50616,Away,2024.64,0.8,1
1197,50641,Away,2025.64,0.8,1
1198,50666,Away,2026.64,0.8,1
1199,50691,Away,2027.64,0.8,1
1200,50716,Away,2028.64,0.8,1
1201,50741,Away,2029.64,0.8,1
1202,50766,Away,2030.64,0.9,1
1203,50791,Away,2031.64,0.9,1
1204,50816,Away,2032.64,0.9,1
1205,50841,Away,2033.64,0.9,1
1206,50866,Away,2034.64,0.9,1
1207,50891,Away,2035.64,0.9,1
1208,50916,Away,2036.64,0.8,1
1209,50941,Away,2037.64,0.8,1
1210,50966,Away,2038.64,0.9,1
1211,50991,Away,2039.64,0.9,1
1212,51016,Away,2040.64,0.9,1
1213,51041,Away,2041.64,0.9,1
1214,51066,Away,2042.64,0.9,1
1215,51091,Away,2043.64,0.9,1
1216,51116,Away,2044.64,0.8,1
1217,51141,Away,2045.64,0.9,1
1218,51166,Away,2046.64,0.9,1
1219,51191,Away,2047.64,0.9,1
1220,51216,Away,2048.64,0.9,1
1221,51241,Away,2049.64,0.9,1
1222,51266,Home,2050.64,0.9,1
1223,51291,Home,2051.64,1.0,1
1224,51316,Home,2052.64,1.0,1
1225,51341,Home,2053.64,1.0,1
1226,51366,Home,2054.64,1.0,1
1227,51391,Home,2055.64,0.9,1
1228,51416,Home,2056.64,0.9,1
1229,51441,Home,2057.64,0.9,1
1230,51466,Home,2058.64,0.9,1
1231,51491,Home,2059.64,0.9,1
1232,51516,Home,2060.64,0.9,1
1233,51541,Home,2061.64,0.9,1
1234,51566,Home,2062.64,0.9,1
1235,51591,Home,2063.64,0.8,1
1236,51616,Home,2064.64,0.9,1
1237,51641,Home,2065.64,0.8,1
1238,51666,Home,2066.64,0.8,1
1239,51691,Home,2067.64,0.7,1
1240,51716,Home,2068.64,0.7,1
1241,51741,Home,2069.64,0.8,1
1242,51766,Home,2070.64,0.8,1
1243,51791,Home,2071.64,0.7,1
1244,51816,Home,2072.64,0.7,1
1245,51841,Home,2073.64,0.7,1
1246,51866,Home,2074.64,0.7,1
1247,51891,Home,2075.64,0.7,1
1248,51916,Away,2076.64,1.0,1
1249,51941,Away,2077.64,1.0,1
1250,51966,Away,2078.64,1.1,1
1251,51991,Away,2079.64,1.1,1
1252,52016,Away,2080.64,1.0,1
1253,52041,Away,2081.64,1.0,1
1254,52066,Away,2082.64,1.0,1
1255,52091,Away,2083.64,0.9,1
1256,52116,Away,2084.64,0.9,1
1257,52141,Away,2085.64,0.8,1
1258,52166,Away,2086.64,0.8,1
1259,52191,Away,2087.64,0.8,1
1260,52216,Away,2088.64,0.7,1
1261,52241,Away,2089.64,0.8,1
1262,52266,Away,2090.64,0.8,1
1263,52291,Away,2091.64,0.7,1
1264,52400,Home,2096.0,1.0,1
1265,52425,Home,2097.0,1.0,1
1266,52450,Home,2098.0,0.9,1
1267,52475,Home,2099.0,0.8,1
1268,52500,Home,2100.0,0.8,1
1269,52525,Home,2101.0,0.8,1
1270,52550,Home,2102.0,0.8,1
1271,52575,Home,2103.0,0.7,1
1272,52600,Home,2104.0,0.7,1
1273,52625,Home,2105.0,0.7,1
1274,52650,Home,2106.0,0.7,1
1275,52675,Home,2107.0,0.7,1
1276,52700,Home,2108.0,0.7,1
1277,52725,Home,2109.0,0.6,1
1278,52750,Home,2110.0,0.6,1
1279,52775,Home,2111.0,0.7,1
1280,52800,Home,2112.0,0.7,1
1281,52825,Away,2113.0,1.2,1
1282,52939,Home,2117.56,0.8,1
1283,52964,Home,2118.56,0.8,1
1284,52989,Home,2119.56,0.8,1
1285,53014,Home,2120.56,0.8,1
1286,53039,Home,2121.56,0.8,1
1287,53064,Home,2122.56,0.8,1
1288,53089,Home,2123.56,0.8,1
1289,53114,Home,2124.56,0.8,1
1290,53139,Home,2125.56,0.8,1
1291,53164,Home,2126.56,0.8,1
1292,53189,Home,2127.56,0.9,1
1293,53214,Home,2128.56,1.0,1
1294,53239,Home,2129.56,1.1,1
1295,53264,Home,2130.56,1.1,1
1296,53289,Home,2131.56,1.2,1
1297,53314,Home,2132.56,1.4,1
1298,53339,Away,2133.56,0.6,1
1299,53364,Away,2134.56,0.6,1
1300,54292,Home,2171.68,2.6,1
1301,54317,Home,2172.68,2.5,1
1302,54342,Home,2173.68,2.5,1
1303,54367,Home,2174.68,2.5,1
1304,54392,Home,2175.68,2.2,1
1305,54417,Home,2176.68,2.0,1
1306,54442,Home,2177.68,1.8,1
1307,54467,Home,2178.68,1.8,1
1308,54492,Home,2179.68,1.8,1
1309,54517,Home,2180.68,1.8,1
1310,54542,Home,2181.68,1.9,1
1311,54567,Home,2182.68,2.0,1
1312,54592,Away,2183.68,0.6,1
1313,54617,Away,2184.68,0.5,1
1314,54642,Away,2185.68,0.5,1
1315,54667,Away,2186.68,0.5,1
1316,54692,Away,2187.68,0.6,1
1317,54717,Away,2188.68,0.7,1
1318,54742,Away,2189.68,0.8,1
1319,54767,Away,2190.68,0.9,1
1320,54792,Away,2191.68,0.9,1
1321,54817,Away,2192.68,0.9,1
1322,54842,Home,2193.68,0.9,1
1323,55172,Away,2206.88,1.1,1
1324,55197,Away,2207.88,1.1,1
1325,55222,Away,2208.88,1.0,1
1326,55247,Away,2209.88,0.9,1
1327,55272,Away,2210.88,1.0,1
1328,55297,Away,2211.88,1.0,1
1329,55322,Away,2212.88,1.0,1
1330,55347,Away,2213.88,1.1,1
1331,55372,Away,2214.88,1.1,1
1332,55397,Away,2215.88,1.0,1
1333,55422,Away,2216.88,1.1,1
1334,55447,Away,2217.88,1.0,1
1335,55472,Away,2218.88,1.0,1
1336,55497,Away,2219.88,1.0,1
1337,55522,Away,2220.88,1.0,1
1338,55547,Away,2221.88,1.0,1
1339,55572,Away,2222.88,1.0,1
1340,55597,Away,2223.88,0.9,1
1341,55622,Away,2224.88,0.9,1
1342,55647,Away,2225.88,0.8,1
1343,55672,Away,2226.88,0.8,1
1344,55697,Away,2227.88,0.8,1
1345,55722,Away,2228.88,0.8,1
1346,55747,Away,2229.88,0.8,1
1347,55772,Away,2230.88,0.8,1
1348,55797,Away,2231.88,0.8,1
1349,55822,Away,2232.88,0.8,1
1350,55847,Away,2233.88,0.8,1
1351,55872,Away,2234.88,0.8,1
1352,55897,Away,2235.88,0.8,1
1353,55922,Away,2236.88,0.7,1
1354,55947,Away,2237.88,0.7,1
1355,55972,Away,2238.88,0.7,1
1356,55997,Away,2239.88,0.7,1
1357,56022,Away,2240.88,0.7,1
1358,56047,Away,2241.88,0.6,1
1359,56072,Away,2242.88,0.6,1
1360,56097,Away,2243.88,0.6,1
1361,56122,Away,2244.88,0.8,1
1362,56147,Home,2245.88,1.1,1
1363,56172,Home,2246.88,1.0,1
1364,56197,Home,2247.88,1.0,1
1365,56222,Home,2248.88,1.0,1
1366,56247,Home,2249.88,1.0,1
1367,56272,Home,2250.88,1.0,1
1368,56297,Home,2251.88,0.9,1
1369,56322,Home,2252.88,0.9,1
1370,56347,Home,2253.88,0.9,1
1371,56372,Home,2254.88,1.0,1
1372,56397,Home,2255.88,1.1,1
1373,56422,Home,2256.88,1.1,1
1374,56447,Home,2257.88,1.1,1
1375,56472,Home,2258.88,1.0,1
1376,56497,Home,2259.88,1.0,1
1377,56522,Home,2260.88,1.0,1
1378,56547,Home,2261.88,1.0,1
1379,56572,Home,2262.88,1.0,1
1380,56597,Home,2263.88,0.9,1
1381,56622,Home,2264.88,1.0,1
1382,56647,Home,2265.88,1.0,1
1383,56672,Home,2266.88,1.0,1
1384,56697,Home,2267.88,1.0,1
1385,56722,Home,2268.88,1.0,1
1386,56747,Home,2269.88,1.0,1
1387,56772,Home,2270.88,1.0,1
1388,56797,Home,2271.88,1.0,1
1389,56822,Home,2272.88,1.0,1
1390,56847,Home,2273.88,1.0,1
1391,56872,Home,2274.88,1.0,1
1392,56897,Home,2275.88,0.9,1
1393,56922,Home,2276.88,0.9,1
1394,56947,Home,2277.88,1.0,1
1395,56972,Away,2278.88,0.8,1
1396,58168,Away,2326.72,1.6,1
1397,58193,Away,2327.72,1.7,1
1398,58218,Away,2328.72,1.9,1
1399,58243,Home,2329.72,0.5,1
1400,58268,Home,2330.72,0.6,1
1401,58293,Home,2331.72,0.6,1
1402,58318,Home,2332.72,0.6,1
1403,58343,Home,2333.72,0.7,1
1404,58368,Home,2334.72,0.7,1
1405,58393,Home,2335.72,0.7,1
1406,58418,Home,2336.72,0.8,1
1407,58443,Home,2337.72,0.8,1
1408,58468,Home,2338.72,0.8,1
1409,58493,Home,2339.72,0.8,1
1410,58518,Home,2340.72,0.8,1
1411,58543,Home,2341.72,0.7,1
1412,58568,Home,2342.72,0.7,1
1413,58593,Home,2343.72,0.7,1
1414,58618,Home,2344.72,0.7,1
1415,58643,Home,2345.72,0.7,1
1416,58668,Home,2346.72,0.7,1
1417,58693,Home,2347.72,0.7,1
1418,58718,Home,2348.72,0.7,1
1419,58743,Home,2349.72,0.7,1
1420,58768,Away,2350.72,1.2,1
1421,59169,Home,2366.76,0.8,1
1422,59194,Home,2367.76,0.8,1
1423,59219,Home,2368.76,0.9,1
1424,59244,Home,2369.76,0.9,1
1425,59269,Home,2370.76,0.9,1
1426,59294,Home,2371.76,0.9,1
1427,59319,Home,2372.76,1.0,1
1428,59344,Home,2373.76,1.1,1
1429,59369,Away,2374.76,0.9,1
1430,59394,Away,2375.76,0.9,1
1431,59419,Away,2376.76,0.9,1
1432,59444,Away,2377.76,0.9,1
1433,59469,Away,2378.76,0.9,1
1434,59494,Away,2379.76,1.0,1
1435,59519,Away,2380.76,1.1,1
1436,59544,Away,2381.76,1.1,1
1437,59569,Away,2382.76,1.1,1
1438,59594,Away,2383.76,1.1,1
1439,59619,Away,2384.76,1.1,1
1440,59644,Away,2385.76,1.1,1
1441,59669,Away,2386.76,1.1,1
1442,59694,Away,2387.76,1.1,1
1443,59719,Away,2388.76,1.1,1
1444,59744,Away,2389.76,1.1,1
1445,59769,Away,2390.76,1.1,1
1446,59794,Away,2391.76,1.2,1
1447,59819,Away,2392.76,1.2,1
1448,59844,Home,2393.76,0.8,1
1449,59869,Home,2394.76,0.8,1
1450,59894,Away,2395.76,1.3,1
1451,59919,Away,2396.76,1.2,1
1452,59944,Away,2397.76,1.1,1
1453,59969,Away,2398.76,1.1,1
1454,59994,Away,2399.76,1.1,1
1455,60019,Away,2400.76,1.1,1
1456,60044,Away,2401.76,1.1,1
1457,60069,Away,2402.76,1.0,1
1458,60094,Away,2403.76,1.0,1
1459,60119,Away,2404.76,1.0,1
1460,60144,Away,2405.76,0.9,1
1461,60169,Away,2406.76,0.9,1
1462,60194,Away,2407.76,1.0,1
1463,60219,Away,2408.76,1.1,1
1464,60244,Away,2409.76,1.2,1
1465,60269,Away,2410.76,1.4,1
1466,60294,Away,2411.76,1.4,1
1467,60319,Away,2412.76,1.4,1
1468,60344,Away,2413.76,1.7,1
1469,60369,Away,2414.76,1.9,1
1470,60394,Away,2415.76,2.0,1
1471,60419,Away,2416.76,2.5,1
1472,60444,Away,2417.76,2.8,1
1473,60469,Away,2418.76,2.7,1
1474,61456,Home,2458.24,0.7,1
1475,61481,Away,2459.24,1.2,1
1476,61506,Away,2460.24,1.3,1
1477,61531,Away,2461.24,1.4,1
