,event_id,index,period_id,timestamp,minute,second,possession,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,duration,related_events,player,position,location,pass,carry,under_pressure,ball_receipt,counterpress,duel,miscontrol,dribble,interception,shot,goalkeeper,off_camera,clearance,out,ball_recovery,foul_won,50_50,injury_stoppage,foul_committed,substitution,bad_behaviour,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,tactics,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,dribble_nutmeg,ball_recovery_recovery_failure,pass_cross,pass_xclaim,clearance_left_foot,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg2,shot_key_pass_id,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,duel_outcome_id,duel_outcome_name,foul_won_defensive,clearance_right_foot,pass_straight,shot_one_on_one,50_50_outcome_id,50_50_outcome_name,injury_stoppage_in_chain,dribble_no_touch,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_miscommunication,pass_cut_back,dribble_overrun,pass_outswinging,freeze_frame_360,visible_area_360,extra,game_id
1004,7dcb17b2-a6d0-402b-9b5e-160a4ea0e809,1005,1,1681345514046,25,14,49,0.015270118,0.018358078,-0.0030879602,0.010110411,0.009007199,0.0011032121,-0.0041911723,2.50048,['bb9c5db8-c139-4c15-ae98-80cd237b9ae5'],,,"[76.9, 75.6]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,221888.0,Kerstin Yasmijn Casparij,2.0,Right Back,10185.0,Stephanie Houghton,24.381346,-2.815951,1.0,Ground Pass,"[53.8, 67.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1005,bb9c5db8-c139-4c15-ae98-80cd237b9ae5,1006,1,1681345516547,25,16,49,,,,,,,,,['7dcb17b2-a6d0-402b-9b5e-160a4ea0e809'],,,"[53.8, 67.8]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1006,f42bbb1b-9223-4dab-9448-084bf4e1cf66,1007,1,1681345516547,25,16,49,0.0150730675,0.015270118,-0.0001970502,0.010062851,0.010110411,-4.75598e-05,-0.0001494903,1.572952,"['11b75c3c-b7bf-429e-b35c-be64aa01b0c1', 'bb9c5db8-c139-4c15-ae98-80cd237b9ae5']",,,"[53.8, 67.8]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,"[50.0, 64.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1007,11b75c3c-b7bf-429e-b35c-be64aa01b0c1,1008,1,1681345518120,25,18,49,0.0104973195,0.0150730675,-0.004575748,0.01488554,0.010062851,0.004822689,-0.009398437,2.762373,['773d7dec-1aa8-4ea2-a059-427444b12e69'],,,"[50.0, 64.6]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,4637.0,Ellie Roebuck,35.638462,-2.3601627,1.0,Ground Pass,"[24.7, 39.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1008,773d7dec-1aa8-4ea2-a059-427444b12e69,1009,1,1681345520882,25,20,49,,,,,,,,,['11b75c3c-b7bf-429e-b35c-be64aa01b0c1'],,,"[24.7, 39.5]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,4637.0,Ellie Roebuck,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1009,4b848be6-af9c-42b2-b672-473ffbf9b597,1010,1,1681345520882,25,20,49,0.0126069095,0.0104973195,0.00210959,0.012566718,0.01488554,-0.0023188218,0.004428412,4.271504,"['3cd1f6cf-74fd-4c8b-a081-95a3f5fedb15', '6d9d17a2-4b5a-451f-8168-3f7618371be9', '773d7dec-1aa8-4ea2-a059-427444b12e69']",,,"[24.7, 39.5]",,,1.0,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,4637.0,Ellie Roebuck,1.0,Goalkeeper,,,,,,,,,,,,"[25.9, 38.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1010,6d9d17a2-4b5a-451f-8168-3f7618371be9,1011,1,1681345524400,25,24,49,,,,,,,,0.618365,['4b848be6-af9c-42b2-b672-473ffbf9b597'],,,"[94.0, 34.8]",,,,,,,,,,,,,,,,,,,,,,17,Pressure,746,Manchester City WFC,4,From Throw In,968,Arsenal WFC,,,,10229.0,Emma Stina Blackstenius,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1011,3cd1f6cf-74fd-4c8b-a081-95a3f5fedb15,1012,1,1681345525153,25,25,49,0.009995134,0.0126069095,-0.0026117759,0.023085644,0.012566718,0.010518926,-0.013130702,2.042451,['acabd31e-32e1-420d-970b-5e8f206a02fd'],,,"[25.9, 38.7]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,4637.0,Ellie Roebuck,1.0,Goalkeeper,25554.0,Khadija Monifa Shaw,32.102493,-0.012460414,3.0,High Pass,"[58.0, 38.3]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1012,ca41d3f0-386c-4dfe-af37-2477ac10bcbf,1013,1,1681345526945,25,26,49,,,,,,,,0.264993,"['acabd31e-32e1-420d-970b-5e8f206a02fd', 'ef31716b-6cf5-4ab6-9dad-1bf76de21ff2']",,,"[60.9, 42.0]",,,,,,,,,,,,,,,,,,,,,,17,Pressure,746,Manchester City WFC,4,From Throw In,968,Arsenal WFC,,,,49697.0,Carlotte Wubben-Moy,4.0,Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
1013,acabd31e-32e1-420d-970b-5e8f206a02fd,1014,1,1681345527196,25,27,49,,,,,,,,,"['3cd1f6cf-74fd-4c8b-a081-95a3f5fedb15', 'ca41d3f0-386c-4dfe-af37-2477ac10bcbf']",,,"[58.0, 38.3]",,,1.0,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,4,From Throw In,746,Manchester City WFC,,,,25554.0,Khadija Monifa Shaw,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],{},3852832
