,event_id,index,period_id,timestamp,minute,second,possession,obv_for_after,obv_for_before,obv_for_net,obv_against_after,obv_against_before,obv_against_net,obv_total_net,duration,related_events,player,position,location,pass,carry,under_pressure,ball_receipt,counterpress,duel,miscontrol,dribble,interception,shot,goalkeeper,off_camera,clearance,out,ball_recovery,foul_won,50_50,injury_stoppage,foul_committed,substitution,bad_behaviour,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,tactics,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,miscontrol_aerial_won,pass_aerial_won,dribble_outcome_id,dribble_outcome_name,pass_switch,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,dribble_nutmeg,ball_recovery_recovery_failure,pass_cross,pass_xclaim,clearance_left_foot,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_statsbomb_xg2,shot_key_pass_id,shot_first_time,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,pass_through_ball,pass_technique_id,pass_technique_name,pass_shot_assist,goalkeeper_body_part_id,goalkeeper_body_part_name,shot_aerial_won,duel_outcome_id,duel_outcome_name,foul_won_defensive,clearance_right_foot,pass_straight,shot_one_on_one,50_50_outcome_id,50_50_outcome_name,injury_stoppage_in_chain,dribble_no_touch,clearance_aerial_won,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_inswinging,foul_committed_card_id,foul_committed_card_name,bad_behaviour_card_id,bad_behaviour_card_name,pass_miscommunication,pass_cut_back,dribble_overrun,pass_outswinging,time,frame,team,value,control_matrix
0,5ab3a8e3-e6e1-4a94-b057-57b2301abac5,1,1,1681862400000,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Starting XI,746,Manchester City WFC,1,Regular Play,746,Manchester City WFC,433.0,"[{'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 221888, 'name': 'Kerstin Yasmijn Casparij'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 32210, 'name': 'Laia Aleixandri López'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 25632, 'name': 'Yui Hasegawa'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 62666, 'name': 'Ingrid Filippa Angeldal'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 9}, {'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 25554, 'name': 'Khadija Monifa Shaw'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,Home,1.1,"[[6.19356778e-07 7.51596285e-07 9.04628649e-07 ... 4.23487171e-16
  0.00000000e+00 0.00000000e+00]
 [7.03368254e-07 8.53545138e-07 1.02733529e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.94312005e-07 9.63906383e-07 1.16016716e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [8.12639017e-07 9.86146415e-07 1.18693548e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.20813853e-07 8.74715565e-07 1.05281622e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.35792024e-07 7.71540637e-07 9.28633866e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
1,15347fb5-bd07-47c7-9331-b5d0d6901847,2,1,1681862400000,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,35,Starting XI,746,Manchester City WFC,1,Regular Play,968,Arsenal WFC,343.0,"[{'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 18999, 'name': 'Leah Williamson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 49697, 'name': 'Carlotte Wubben-Moy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 3}, {'player': {'id': 131570, 'name': 'Rafaelle Leone Carvalho Souza'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 10404, 'name': 'Noelle Maritz'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 7}, {'player': {'id': 15616, 'name': 'Kim Little'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 10516, 'name': 'Frida Maanum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 63788, 'name': 'Victoria Pelova'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 21}, {'player': {'id': 11338, 'name': 'Caitlin Jade Foord'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 10229, 'name': 'Emma Stina Blackstenius'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,Home,1.1,"[[6.19356778e-07 7.51596285e-07 9.04628649e-07 ... 4.23487171e-16
  0.00000000e+00 0.00000000e+00]
 [7.03368254e-07 8.53545138e-07 1.02733529e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.94312005e-07 9.63906383e-07 1.16016716e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [8.12639017e-07 9.86146415e-07 1.18693548e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.20813853e-07 8.74715565e-07 1.05281622e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.35792024e-07 7.71540637e-07 9.28633866e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
2,7b3793be-f0aa-40b5-aedf-e2ec45e43069,3,1,1681862400000,0,0,1,,,,,,,,0.0,['b3f6b437-6189-49a7-84b3-06992c851d5d'],,,,,,,,,,,,,,,,,,,,,,,,,18,Half Start,746,Manchester City WFC,1,Regular Play,746,Manchester City WFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,Home,1.1,"[[6.19356778e-07 7.51596285e-07 9.04628649e-07 ... 4.23487171e-16
  0.00000000e+00 0.00000000e+00]
 [7.03368254e-07 8.53545138e-07 1.02733529e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.94312005e-07 9.63906383e-07 1.16016716e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [8.12639017e-07 9.86146415e-07 1.18693548e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.20813853e-07 8.74715565e-07 1.05281622e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.35792024e-07 7.71540637e-07 9.28633866e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
3,b3f6b437-6189-49a7-84b3-06992c851d5d,4,1,1681862400000,0,0,1,,,,,,,,0.0,['7b3793be-f0aa-40b5-aedf-e2ec45e43069'],,,,,,,,,,,,,,,,,,,,,,,,,18,Half Start,746,Manchester City WFC,1,Regular Play,968,Arsenal WFC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,Home,1.1,"[[6.19356778e-07 7.51596285e-07 9.04628649e-07 ... 4.23487171e-16
  0.00000000e+00 0.00000000e+00]
 [7.03368254e-07 8.53545138e-07 1.02733529e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.94312005e-07 9.63906383e-07 1.16016716e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [8.12639017e-07 9.86146415e-07 1.18693548e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.20813853e-07 8.74715565e-07 1.05281622e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.35792024e-07 7.71540637e-07 9.28633866e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
4,edbc9819-3d24-4c37-adc0-06949261903b,5,1,1681862400280,0,0,2,0.015265243,0.007439294,0.007825949,0.00996913,0.008581229,0.0013879016,0.0064380476,1.012141,['d951ed07-53b6-412b-9e50-5317a66a7396'],,,"[60.0, 40.0]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25554.0,Khadija Monifa Shaw,23.0,Center Forward,25632.0,Yui Hasegawa,16.03278,-2.9087162,1.0,Ground Pass,"[44.4, 36.3]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1.0,Home,1.1,"[[6.19356778e-07 7.51596285e-07 9.04628649e-07 ... 4.23487171e-16
  0.00000000e+00 0.00000000e+00]
 [7.03368254e-07 8.53545138e-07 1.02733529e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.94312005e-07 9.63906383e-07 1.16016716e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [8.12639017e-07 9.86146415e-07 1.18693548e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [7.20813853e-07 8.74715565e-07 1.05281622e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [6.35792024e-07 7.71540637e-07 9.28633866e-07 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]]"
5,d951ed07-53b6-412b-9e50-5317a66a7396,6,1,1681862401292,0,1,2,,,,,,,,,['edbc9819-3d24-4c37-adc0-06949261903b'],,,"[44.4, 36.3]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.0,Home,1.0,"[[1.01857243e-06 1.19300110e-06 1.35955418e-06 ... 5.30229639e-15
  0.00000000e+00 0.00000000e+00]
 [1.16547406e-06 1.36505937e-06 1.58577822e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.32611077e-06 1.55320482e-06 1.80434524e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [1.66243490e-06 1.94712384e-06 2.22730010e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.48572670e-06 1.70780339e-06 1.98837128e-06 ... 5.63334941e-16
  0.00000000e+00 0.00000000e+00]
 [1.29693930e-06 1.52335264e-06 1.76671433e-06 ... 3.13838996e-15
  0.00000000e+00 0.00000000e+00]]"
6,ce398ea2-769b-43d0-8911-a71d6ad7ce82,7,1,1681862401292,0,1,2,0.015398634,0.015265243,0.0001333905,0.009945673,0.00996913,-2.34572e-05,0.0001568478,1.177484,"['9fdba1c7-4244-43fd-b0fc-b6f944407c1f', 'd951ed07-53b6-412b-9e50-5317a66a7396']",,,"[44.4, 36.3]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,,,,,,,,,,,,"[45.8, 36.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,26.0,Home,1.0,"[[1.01857243e-06 1.19300110e-06 1.35955418e-06 ... 5.30229639e-15
  0.00000000e+00 0.00000000e+00]
 [1.16547406e-06 1.36505937e-06 1.58577822e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.32611077e-06 1.55320482e-06 1.80434524e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [1.66243490e-06 1.94712384e-06 2.22730010e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 [1.48572670e-06 1.70780339e-06 1.98837128e-06 ... 5.63334941e-16
  0.00000000e+00 0.00000000e+00]
 [1.29693930e-06 1.52335264e-06 1.76671433e-06 ... 3.13838996e-15
  0.00000000e+00 0.00000000e+00]]"
7,9fdba1c7-4244-43fd-b0fc-b6f944407c1f,8,1,1681862402470,0,2,2,0.013102427,0.015398634,-0.0022962065,0.011074343,0.009945673,0.0011286698,-0.0034248764,1.349634,['bc80bce1-2601-4654-aeb2-97dc87c2fee2'],,,"[45.8, 36.1]",,,,,,,,,,,,,,,,,,,,,,30,Pass,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,25632.0,Yui Hasegawa,10.0,Center Defensive Midfield,10185.0,Stephanie Houghton,24.342966,2.1986866,1.0,Ground Pass,"[31.5, 55.8]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51.0,Home,1.0,"[[1.23664847e-06 1.44278937e-06 1.66037307e-06 ... 1.12112343e-13
  9.05814576e-15 7.58961869e-16]
 [1.41657664e-06 1.64903625e-06 1.89468617e-06 ... 9.34196894e-15
  0.00000000e+00 0.00000000e+00]
 [1.63603340e-06 1.86775268e-06 2.15364677e-06 ... 0.00000000e+00
  0.00000000e+00 0.00000000e+00]
 ...
 [1.94936173e-06 2.22478072e-06 2.56963092e-06 ... 5.40126544e-15
  0.00000000e+00 0.00000000e+00]
 [1.70894973e-06 1.98140171e-06 2.29337878e-06 ... 5.74091629e-14
  4.49580128e-15 0.00000000e+00]
 [1.51347513e-06 1.75715350e-06 2.02463416e-06 ... 4.63090345e-13
  4.24312664e-14 3.80391319e-15]]"
8,bc80bce1-2601-4654-aeb2-97dc87c2fee2,9,1,1681862403819,0,3,2,,,,,,,,,['9fdba1c7-4244-43fd-b0fc-b6f944407c1f'],,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,42,Ball Receipt*,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,76.0,Home,0.9,"[[3.21853943e-06 3.62935482e-06 4.05913538e-06 ... 5.09934320e-13
  4.33669167e-14 4.11600629e-15]
 [3.54206966e-06 4.01290299e-06 4.48297706e-06 ... 3.68932946e-14
  3.17057386e-15 0.00000000e+00]
 [3.90705744e-06 4.39292642e-06 4.92894892e-06 ... 2.36910208e-15
  0.00000000e+00 0.00000000e+00]
 ...
 [1.93617404e-06 2.14182253e-06 2.40002149e-06 ... 1.07468162e-13
  9.28446081e-15 9.32015792e-16]
 [1.63712375e-06 1.85096193e-06 2.07780431e-06 ... 1.10173625e-12
  9.55476799e-14 9.34393641e-15]
 [1.40650136e-06 1.59261442e-06 1.77910418e-06 ... 9.26847394e-12
  8.61531594e-13 8.43932317e-14]]"
9,389e5373-3b6c-4e80-9ac7-93af4f9166b2,10,1,1681862403819,0,3,2,0.013102427,0.013102427,0.0,0.011074343,0.011074343,0.0,0.0,1.336042,"['5d28c41f-657c-4b5d-8c7d-6975ae7071eb', 'bc80bce1-2601-4654-aeb2-97dc87c2fee2']",,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,43,Carry,746,Manchester City WFC,9,From Kick Off,746,Manchester City WFC,,,,10185.0,Stephanie Houghton,3.0,Right Center Back,,,,,,,,,,,,"[31.5, 55.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,76.0,Home,0.9,"[[3.21853943e-06 3.62935482e-06 4.05913538e-06 ... 5.09934320e-13
  4.33669167e-14 4.11600629e-15]
 [3.54206966e-06 4.01290299e-06 4.48297706e-06 ... 3.68932946e-14
  3.17057386e-15 0.00000000e+00]
 [3.90705744e-06 4.39292642e-06 4.92894892e-06 ... 2.36910208e-15
  0.00000000e+00 0.00000000e+00]
 ...
 [1.93617404e-06 2.14182253e-06 2.40002149e-06 ... 1.07468162e-13
  9.28446081e-15 9.32015792e-16]
 [1.63712375e-06 1.85096193e-06 2.07780431e-06 ... 1.10173625e-12
  9.55476799e-14 9.34393641e-15]
 [1.40650136e-06 1.59261442e-06 1.77910418e-06 ... 9.26847394e-12
  8.61531594e-13 8.43932317e-14]]"
